City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
233,Clyde River,CA,2021-05-31 15:25:14,clear sky,70.4692,-68.5914,25.03,100,1,4.61
234,Xai-Xai,MZ,2021-05-31 15:25:14,overcast clouds,-25.0519,33.6442,70.75,60,98,7.83
235,Mulchen,CL,2021-05-31 15:25:15,overcast clouds,-37.7167,-72.2333,53.46,97,100,7.67
236,Sorland,NO,2021-05-31 15:25:15,overcast clouds,67.667,12.6934,50.07,88,100,5.57
237,Nicoya,CR,2021-05-31 15:25:15,few clouds,10.1483,-85.452,85.55,56,11,8.84
238,Tasiilaq,GL,2021-05-31 15:25:16,few clouds,65.6145,-37.6368,41.16,82,12,9.06
239,Ambon,ID,2021-05-31 15:25:16,scattered clouds,-3.6954,128.1814,77.14,94,40,9.98
240,Tocopilla,CL,2021-05-31 15:25:17,scattered clouds,-22.092,-70.1979,69.84,63,31,7.43
241,Bethanien,NA,2021-05-31 15:25:17,clear sky,-26.502,17.1583,65.28,15,0,11.39
242,Victoria,HK,2021-05-31 15:24:35,light rain,22.2855,114.1577,84.38,86,100,1.99
243,Tiznit,MA,2021-05-31 15:25:18,overcast clouds,29.5833,-9.5,79.63,44,100,9.78
244,Beringovskiy,RU,2021-05-31 15:25:18,overcast clouds,63.05,179.3167,30.38,90,92,8.32
245,Traralgon,AU,2021-05-31 15:25:19,overcast clouds,-38.1833,146.5333,37.42,74,100,1.34
246,Port Hardy,CA,2021-05-31 15:25:19,overcast clouds,50.6996,-127.4199,57.38,88,90,0.0
247,Birao,CF,2021-05-31 15:25:20,broken clouds,10.2849,22.7882,102.9,18,79,9.48
248,Khatassy,RU,2021-05-31 15:25:20,overcast clouds,61.9036,129.6383,51.78,59,97,2.1
249,Taoudenni,ML,2021-05-31 15:20:40,broken clouds,22.6783,-3.9836,115.03,5,62,7.87
250,Srednekolymsk,RU,2021-05-31 15:25:21,clear sky,67.45,153.6833,53.82,43,5,10.49
251,Ishigaki,JP,2021-05-31 15:25:21,overcast clouds,24.3448,124.1572,80.8,86,99,13.02
252,Lakota,CI,2021-05-31 15:25:21,light rain,5.8528,-5.6883,85.77,69,43,4.0
253,Vardo,NO,2021-05-31 15:22:38,overcast clouds,70.3705,31.1107,48.4,83,100,27.29
254,Lichtenburg,ZA,2021-05-31 15:25:22,broken clouds,-26.152,26.1597,62.8,26,57,11.61
255,Luderitz,NA,2021-05-31 15:21:13,clear sky,-26.6481,15.1594,65.98,57,0,27.27
256,Faanui,PF,2021-05-31 15:25:22,overcast clouds,-16.4833,-151.75,78.4,68,100,14.58
257,Rupert,US,2021-05-31 15:25:23,clear sky,42.6191,-113.6772,67.28,44,1,2.73
258,Vestmannaeyjar,IS,2021-05-31 15:25:23,scattered clouds,63.4427,-20.2734,45.59,87,40,14.97
259,Muzhi,RU,2021-05-31 15:25:24,scattered clouds,65.3667,64.6667,49.08,41,46,12.1
